,id,gender,car,realty,cnt_children,income,income_type,education_type,fam_status,housing_type,mobile_phone,work_phone,phone,email,job_title,cnt_fam_members,age,work_experience,bad_debt,good_debt,status
19425,5116664,f,0,1,1,180000,working,secondary,married,house,1,0,0,0,laborers,3,42,7,0,13,1
2068,5022649,m,1,1,1,135000,commercial_associate,higher_education,married,house,1,0,0,0,managers,3,33,1,0,37,1
4004,5028638,f,0,1,0,450000,commercial_associate,secondary,married,house,1,0,1,1,managers,2,47,26,0,30,1
4556,5029711,m,0,1,1,225000,working,secondary,married,house,1,0,0,0,core_staff,3,30,3,2,41,1
8652,5053750,f,0,1,1,135000,commercial_associate,higher_education,married,house,1,0,0,0,sales_staff,3,28,3,0,26,1
18791,5115503,m,1,1,2,225000,commercial_associate,secondary,married,house,1,0,0,0,laborers,4,45,4,0,4,1
11359,5067916,m,1,0,0,135000,working,secondary,married,house,1,1,1,0,laborers,2,37,5,0,10,1
21216,5126249,f,0,0,0,216000,working,secondary,separated,house,1,1,0,0,cleaning_staff,1,55,2,0,38,1
8910,5054202,f,1,0,2,112500,working,secondary,married,house,1,0,1,0,security_staff,4,34,1,0,13,1
14951,5091856,f,1,1,2,117000,working,secondary,married,house,1,1,1,0,waiters,4,28,6,0,2,1
18958,5115794,f,0,1,1,135000,commercial_associate,secondary,single,house,1,0,0,0,laborers,2,40,21,0,25,1
15971,5096296,f,0,0,0,450000,working,higher_education,married,house,1,1,0,0,managers,2,30,7,0,19,1
4141,5028922,f,1,1,0,112500,working,secondary,married,house,1,0,0,0,sales_staff,2,48,5,0,4,1
18291,5113818,f,0,1,0,180000,state_servant,higher_education,civil_marriage,house,1,0,1,0,high_skill_tech_staff,2,46,8,0,49,1
4865,5033885,m,1,1,0,90000,working,secondary,married,house,1,1,1,0,core_staff,2,55,3,0,12,1
4513,5029652,f,0,1,0,630000,working,higher_education,separated,house,1,1,1,0,accountants,1,61,5,0,56,1
10811,5066898,f,0,1,0,180000,state_servant,secondary,married,house,1,0,0,0,managers,2,41,22,0,20,1
3060,5024502,f,1,1,0,135000,commercial_associate,higher_education,married,house,1,0,0,0,private_service_staff,2,39,4,0,24,1
7247,5047831,f,1,0,0,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,29,1,0,2,1
18058,5113424,f,0,0,0,270000,working,secondary,widow,house,1,0,0,0,cooking_staff,1,52,2,2,13,1
14180,5090480,f,0,1,0,94500,working,secondary,married,house,1,1,1,0,laborers,2,45,8,0,19,1
20007,5117642,m,0,0,1,135000,working,secondary,married,house,1,1,0,0,security_staff,3,31,1,0,29,1
6753,5045741,m,0,0,0,225000,commercial_associate,incomplete_higher,single,house,1,0,0,0,drivers,1,26,3,0,15,1
18286,5113811,f,0,1,1,337500,working,secondary,married,house,1,0,0,1,core_staff,3,36,10,0,39,1
6148,5041936,m,0,0,0,121500,working,secondary,married,house,1,0,1,0,laborers,2,29,2,0,27,1
18006,5113351,f,0,1,0,90000,working,secondary,married,house,1,0,0,0,laborers,2,51,15,0,23,1
22072,5135829,f,0,1,0,180000,commercial_associate,secondary,civil_marriage,house,1,0,1,0,sales_staff,2,52,10,0,29,1
1301,5018501,f,1,1,0,90000,working,secondary,married,house,1,1,1,0,cooking_staff,2,52,3,15,20,1
6489,5045136,f,0,0,1,112500,working,secondary,civil_marriage,house,1,0,0,0,cooking_staff,3,34,8,0,19,1
10707,5066610,m,0,1,0,247500,working,secondary,married,house,1,0,0,1,laborers,2,51,4,0,14,1
18471,5114124,m,0,0,1,166500,working,secondary,married,house,1,1,0,0,core_staff,3,32,3,0,23,1
6758,5045756,f,1,0,2,405000,commercial_associate,higher_education,separated,house,1,0,0,0,core_staff,3,39,6,0,14,1
13263,5088815,f,0,1,0,112500,commercial_associate,higher_education,married,municipal_apartment,1,1,0,1,sales_staff,2,41,9,0,9,1
8437,5053386,m,1,1,2,247500,working,incomplete_higher,married,house,1,0,0,0,drivers,4,36,3,2,23,1
18002,5113346,m,1,0,0,270000,working,incomplete_higher,married,with_parents,1,0,1,0,laborers,2,25,7,0,15,1
5846,5041266,f,0,1,0,99000,state_servant,higher_education,married,house,1,1,1,0,laborers,2,51,23,0,45,1
16380,5099747,f,0,1,1,135000,working,secondary,married,house,1,1,1,0,laborers,3,28,9,0,11,1
15412,5095144,f,0,1,2,157500,working,secondary,single,house,1,1,1,0,high_skill_tech_staff,3,39,10,0,41,1
16441,5099856,f,0,1,0,81000,commercial_associate,secondary,married,house,1,0,0,0,cooking_staff,2,50,2,1,16,1
9236,5054762,f,0,1,2,202500,working,secondary,married,house,1,1,1,0,medicine_staff,4,44,18,0,12,1
3762,5028259,f,1,1,1,130500,working,secondary,married,house,1,0,0,0,cooking_staff,3,39,16,0,40,1
7379,5048068,f,0,1,0,193500,working,higher_education,single,house,1,0,1,0,laborers,1,47,14,0,8,1
21080,5126028,f,1,1,0,108000,working,secondary,separated,house,1,0,0,1,cleaning_staff,1,48,3,0,2,1
6294,5042242,m,0,1,0,90000,working,secondary,civil_marriage,house,1,1,1,0,low-skill_laborers,2,42,5,0,40,1
16180,5096819,f,0,1,0,315000,commercial_associate,higher_education,separated,house,1,1,1,0,accountants,1,49,7,0,40,1
16923,5105164,m,0,1,2,450000,commercial_associate,higher_education,married,house,1,1,1,0,managers,4,34,6,0,24,1
20532,5118623,f,0,0,1,180000,commercial_associate,incomplete_higher,married,house,1,1,1,0,high_skill_tech_staff,3,41,21,6,19,1
21414,5126607,f,0,0,0,157500,commercial_associate,higher_education,civil_marriage,house,1,1,1,0,accountants,2,28,1,0,24,1
23579,5143416,f,0,1,2,135000,working,incomplete_higher,married,house,1,0,0,1,sales_staff,4,30,6,0,17,1
19062,5115981,m,1,1,2,180000,working,higher_education,married,house,1,0,0,0,managers,4,37,7,0,47,1
24449,5149164,m,1,1,0,247500,working,secondary,married,house,1,1,0,0,laborers,2,30,10,0,8,1
5815,5041174,f,0,1,1,180000,working,incomplete_higher,married,municipal_apartment,1,1,1,0,core_staff,3,30,1,0,8,1
21538,5132333,f,0,1,0,180000,working,higher_education,married,house,1,0,0,0,sales_staff,2,47,5,0,9,1
11589,5068336,f,1,1,0,112500,working,higher_education,married,house,1,1,1,0,laborers,2,28,2,0,29,1
18723,5114642,f,1,0,0,247500,working,secondary,separated,house,1,0,0,0,laborers,1,38,6,0,46,1
22791,5140190,m,0,0,0,157500,working,secondary,single,rented_apartment,1,1,0,0,laborers,1,28,3,0,14,1
10829,5066920,m,1,1,0,180000,working,higher_education,married,with_parents,1,0,0,0,laborers,2,31,5,0,16,1
2160,5022800,f,1,1,0,202500,working,higher_education,widow,house,1,0,0,0,managers,1,33,5,0,19,1
8360,5053234,m,1,1,2,270000,working,secondary,civil_marriage,house,1,1,1,0,drivers,4,40,1,0,29,1
8733,5053879,f,1,1,2,157500,commercial_associate,higher_education,married,house,1,0,0,0,managers,4,44,2,0,29,1
8472,5053463,m,1,1,0,369000,working,secondary,married,house,1,0,0,0,drivers,2,47,4,0,10,1
24521,5149280,f,0,1,0,81000,working,secondary,separated,house,1,0,0,0,sales_staff,1,54,3,0,27,1
23835,5146024,f,0,1,0,360000,commercial_associate,higher_education,married,house,1,0,1,0,core_staff,2,31,11,0,48,1
12994,5087616,f,0,1,0,157500,working,higher_education,married,house,1,0,0,0,sales_staff,2,35,2,0,7,1
24005,5146410,m,0,1,0,211500,working,secondary,single,house,1,1,1,0,core_staff,1,28,4,0,16,1
9689,5061419,f,0,1,0,202500,working,secondary,married,house,1,0,0,0,sales_staff,2,45,14,0,44,1
18174,5113601,f,0,0,0,81000,working,secondary,civil_marriage,with_parents,1,0,1,0,sales_staff,2,33,8,0,38,1
17463,5106093,m,0,1,0,225000,working,secondary,single,house,1,0,1,0,managers,1,44,4,0,12,1
18131,5113534,f,0,1,0,157500,working,secondary,married,house,1,0,0,0,laborers,2,58,5,0,10,1
14200,5090528,f,0,1,0,180000,state_servant,secondary,single,house,1,0,0,1,medicine_staff,1,38,9,0,4,1
15051,5092020,f,0,1,0,135000,working,secondary,married,house,1,1,1,0,core_staff,2,37,3,0,41,1
13594,5089355,f,0,0,0,121500,state_servant,higher_education,married,house,1,1,0,0,accountants,2,61,15,1,27,1
14087,5090287,m,1,0,2,450000,commercial_associate,secondary,married,house,1,0,0,0,laborers,4,46,12,0,44,1
12025,5069013,f,0,1,0,202500,working,secondary,married,house,1,0,0,0,laborers,2,56,11,0,7,1
24222,5148752,m,1,0,2,180000,commercial_associate,secondary,separated,with_parents,1,0,0,0,laborers,3,43,7,0,10,1
10255,5062671,f,1,1,1,135000,working,higher_education,married,house,1,0,0,0,managers,3,41,13,0,11,1
12815,5085806,f,1,1,0,315000,state_servant,higher_education,married,house,1,0,0,1,drivers,2,54,3,0,9,1
9042,5054425,f,0,1,0,112500,working,secondary,married,house,1,1,0,0,core_staff,2,33,5,0,3,1
24301,5148881,f,1,1,0,202500,working,incomplete_higher,married,house,1,1,1,0,accountants,2,51,15,0,20,1
3793,5028312,m,0,0,0,157500,commercial_associate,secondary,civil_marriage,house,1,0,0,0,security_staff,2,33,1,0,10,1
21611,5132664,f,0,1,2,54000,commercial_associate,higher_education,married,house,1,1,1,0,sales_staff,4,36,1,0,13,1
6638,5045468,f,0,1,0,315000,working,higher_education,married,house,1,0,0,1,accountants,2,38,1,0,33,1
17016,5105310,f,1,1,0,225000,state_servant,higher_education,married,house,1,0,0,0,medicine_staff,2,46,1,0,2,1
15189,5092323,f,0,1,0,202500,working,secondary,married,house,1,0,0,0,laborers,2,34,6,0,4,1
1880,5022292,f,0,0,1,157500,working,secondary,civil_marriage,house,1,0,0,0,cooking_staff,3,42,10,0,13,1
1752,5022041,m,0,1,0,180000,working,secondary,married,house,1,0,0,1,sales_staff,2,28,4,0,24,1
3816,5028356,f,0,1,0,180000,working,secondary,civil_marriage,house,1,0,0,0,private_service_staff,2,54,7,0,12,1
15289,5093285,m,0,1,0,157500,working,secondary,married,house,1,0,0,0,laborers,2,49,4,3,48,1
13221,5088669,m,1,1,0,225000,commercial_associate,higher_education,single,house,1,0,0,0,core_staff,1,26,5,0,4,1
22291,5137090,f,0,0,1,90000,state_servant,secondary,separated,house,1,1,1,0,medicine_staff,2,29,5,0,3,1
19488,5116802,m,0,1,1,225000,working,secondary,married,house,1,0,0,0,drivers,3,45,5,3,46,1
20432,5118463,m,1,0,2,270000,working,secondary,married,house,1,1,0,0,managers,4,50,4,0,60,1
17357,5105951,m,0,0,0,184500,working,secondary,married,house,1,1,0,0,laborers,2,41,1,1,16,1
12715,5085629,m,0,1,1,202500,commercial_associate,secondary,separated,house,1,0,1,0,core_staff,2,35,2,0,28,1
6873,5045989,f,0,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,42,13,0,8,1
10312,5065316,f,0,1,1,157500,state_servant,higher_education,married,house,1,0,0,0,core_staff,3,43,12,11,29,1
16224,5096905,f,0,1,0,157500,commercial_associate,secondary,separated,house,1,1,0,0,sales_staff,1,47,4,0,23,1
104,5008932,f,0,1,0,297000,commercial_associate,secondary,single,rented_apartment,1,0,0,0,laborers,1,43,9,0,6,1
19627,5117038,f,0,1,1,810000,commercial_associate,secondary,civil_marriage,house,1,1,0,0,managers,3,41,12,0,23,1
19333,5116483,f,0,0,2,225000,working,secondary,single,municipal_apartment,1,1,1,0,sales_staff,3,34,2,0,8,1
11133,5067469,f,0,1,1,247500,commercial_associate,secondary,civil_marriage,house,1,0,0,1,laborers,3,32,5,0,6,1
9296,5056081,m,1,1,0,261000,working,incomplete_higher,separated,house,1,0,0,0,drivers,1,60,16,2,41,1
14433,5090995,m,1,1,0,405000,working,higher_education,married,house,1,1,1,1,managers,2,29,8,1,8,1
673,5009980,f,1,1,0,180000,state_servant,secondary,married,house,1,0,0,0,medicine_staff,2,57,11,0,12,1
10583,5065806,f,0,0,1,76500,working,higher_education,married,house,1,1,1,0,sales_staff,3,44,3,0,3,1
8607,5053688,m,1,1,1,225000,working,secondary,married,house,1,0,0,0,drivers,3,45,7,0,21,1
1610,5021747,f,0,1,1,112500,working,secondary,married,house,1,0,0,1,core_staff,3,29,8,0,6,1
13606,5089395,f,1,0,0,562500,working,higher_education,married,house,1,1,0,0,managers,2,41,8,0,19,1
7961,5051049,m,1,0,0,67500,working,secondary,married,house,1,0,0,0,laborers,2,62,6,0,12,1
14322,5090773,f,0,0,1,202500,working,secondary,married,house,1,1,1,0,sales_staff,3,33,9,0,35,1
5145,5036325,f,0,1,0,112500,commercial_associate,secondary,single,house,1,0,0,0,security_staff,1,50,2,0,4,1
22487,5137467,f,0,0,0,135000,working,secondary,married,house,1,0,0,0,private_service_staff,2,43,3,0,3,1
18788,5115500,m,1,1,2,225000,commercial_associate,secondary,married,house,1,0,0,0,laborers,4,45,4,0,15,1
663,5009950,f,1,1,2,90000,state_servant,secondary,married,house,1,0,0,0,cooking_staff,4,35,13,0,31,1
24053,5146499,m,0,0,0,225000,commercial_associate,incomplete_higher,married,house,1,1,1,0,sales_staff,2,25,1,0,43,1
12659,5079207,m,0,1,0,157500,working,secondary,married,house,1,0,0,0,laborers,2,48,4,0,14,1
21375,5126548,f,1,0,2,135000,state_servant,higher_education,married,house,1,1,0,0,core_staff,4,37,7,0,12,1
23433,5143137,m,0,0,0,112500,commercial_associate,secondary,married,house,1,1,0,0,drivers,2,56,16,5,27,1
20371,5118382,m,1,0,0,270000,commercial_associate,secondary,married,house,1,1,1,0,managers,2,57,8,2,37,1
16480,5099941,f,0,1,3,54000,state_servant,secondary,married,house,1,1,1,0,core_staff,5,39,6,0,2,1
716,5010057,m,1,1,0,112500,working,secondary,single,house,1,0,1,1,laborers,1,47,7,0,5,1
11155,5067501,f,0,1,1,112500,state_servant,secondary,married,house,1,0,0,0,core_staff,3,50,26,11,4,0
10366,5065414,m,0,1,2,225000,working,secondary,married,house,1,1,1,0,drivers,4,49,2,0,33,1
22343,5137235,m,1,0,0,180000,commercial_associate,secondary,married,municipal_apartment,1,1,0,0,drivers,2,39,8,0,30,1
14333,5090793,f,0,1,0,247500,working,higher_education,married,house,1,0,1,0,core_staff,2,39,10,0,3,1
5535,5037304,m,1,1,0,90000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,laborers,2,34,5,0,53,1
6053,5041750,f,0,1,0,270000,commercial_associate,secondary,single,house,1,0,1,0,core_staff,1,55,11,0,12,1
23291,5142910,f,0,0,1,292500,working,incomplete_higher,married,house,1,1,1,0,sales_staff,3,35,12,0,25,1
3109,5024587,m,1,1,0,157500,working,secondary,married,with_parents,1,1,0,0,drivers,2,25,5,2,31,1
20689,5125352,f,0,1,0,180000,working,secondary,single,house,1,0,0,0,high_skill_tech_staff,1,36,2,0,46,1
5388,5036957,f,0,1,1,202500,working,secondary,married,house,1,0,1,0,core_staff,3,45,10,0,6,1
21558,5132464,m,1,1,0,135000,working,secondary,civil_marriage,rented_apartment,1,0,0,0,drivers,2,31,3,0,23,1
12571,5079016,m,1,1,2,900000,commercial_associate,higher_education,married,house,1,0,0,0,managers,4,28,3,12,42,1
6237,5042117,f,0,0,0,144000,working,secondary,married,municipal_apartment,1,1,1,0,sales_staff,2,46,28,0,44,1
17260,5105772,f,0,0,0,450000,working,higher_education,separated,house,1,0,1,0,core_staff,1,53,3,0,57,1
15131,5092198,f,0,1,0,292500,working,secondary,married,house,1,0,0,0,medicine_staff,2,58,39,0,2,1
17737,5112867,f,0,0,0,157500,working,higher_education,single,house,1,1,1,0,sales_staff,1,46,3,0,1,1
16402,5099774,f,1,1,0,112500,working,secondary,married,house,1,0,0,0,security_staff,2,41,16,0,31,1
19561,5116902,f,0,1,0,148500,working,incomplete_higher,single,house,1,0,1,0,medicine_staff,1,28,6,0,20,1
20256,5118182,f,0,0,0,135000,working,secondary,separated,house,1,1,0,0,laborers,1,36,13,3,23,1
2693,5023831,f,0,1,2,112500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,4,34,3,1,9,1
15738,5095869,f,0,0,0,202500,working,higher_education,civil_marriage,house,1,1,1,0,core_staff,2,42,15,0,48,1
6782,5045800,m,1,1,1,427500,working,secondary,married,house,1,0,1,0,drivers,3,33,7,0,3,1
6935,5046109,f,0,1,2,202500,working,secondary,civil_marriage,house,1,0,0,0,cleaning_staff,4,38,11,0,1,1
3944,5028548,m,1,0,1,292500,working,secondary,separated,house,1,0,1,0,laborers,2,35,3,5,16,1
24048,5146484,f,0,1,0,90000,commercial_associate,secondary,married,house,1,0,1,0,laborers,2,52,9,0,60,1
21009,5125928,m,0,1,1,135000,working,secondary,married,house,1,0,0,0,laborers,3,33,2,0,5,1
13560,5089305,m,0,0,0,193500,working,secondary,married,house,1,0,0,0,security_staff,2,48,3,0,5,1
1243,5010999,f,0,1,0,90000,working,secondary,married,house,1,0,0,0,medicine_staff,2,55,1,0,29,1
19414,5116653,m,1,1,0,180000,working,secondary,married,house,1,1,0,0,sales_staff,2,36,5,0,13,1
2398,5023253,m,0,1,0,112500,working,secondary,separated,house,1,0,0,0,drivers,1,56,7,0,6,1
21427,5126667,f,0,1,0,351000,state_servant,secondary,single,house,1,0,0,0,medicine_staff,1,48,12,2,23,1
15191,5092338,f,0,1,0,112500,working,secondary,married,house,1,0,0,0,cleaning_staff,2,53,4,0,45,1
5778,5041114,m,1,1,0,405000,commercial_associate,secondary,single,house,1,1,1,0,laborers,1,51,10,0,21,1
10243,5062655,m,1,1,1,144000,working,secondary,married,house,1,0,0,0,laborers,3,37,3,0,18,1
4582,5029760,m,1,0,0,157500,working,secondary,married,municipal_apartment,1,0,1,0,drivers,2,59,34,0,8,1
25008,5150056,f,0,1,0,180000,working,incomplete_higher,single,house,1,0,0,0,laborers,1,25,2,0,8,1
3289,5024905,f,0,0,0,94500,commercial_associate,secondary,married,house,1,1,0,0,sales_staff,2,42,6,0,59,1
2507,5023495,f,0,1,1,112500,working,secondary,married,house,1,0,0,0,core_staff,3,32,3,0,17,1
8429,5053374,f,0,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,managers,2,31,8,0,44,1
2891,5024182,f,0,1,0,81000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,43,10,0,57,1
20552,5118648,f,0,1,2,270000,pensioner,higher_education,single,house,1,0,0,0,core_staff,3,29,8,3,34,1
23507,5143276,m,1,1,0,405000,working,secondary,married,house,1,0,0,0,sales_staff,2,50,2,0,34,1
24303,5148884,f,0,1,0,108000,working,secondary,separated,house,1,0,0,0,laborers,1,45,5,0,14,1
9173,5054678,m,0,1,0,225000,commercial_associate,higher_education,single,house,1,0,0,0,sales_staff,1,28,7,0,2,1
3917,5028505,f,0,1,1,157500,commercial_associate,higher_education,married,house,1,0,0,1,accountants,3,39,10,0,13,1
23392,5143064,f,1,0,1,157500,working,higher_education,married,house,1,0,0,0,sales_staff,3,27,1,0,27,1
19830,5117391,f,0,0,0,135000,commercial_associate,incomplete_higher,single,house,1,0,0,0,accountants,1,49,1,0,38,1
2655,5023714,f,0,1,0,180000,working,secondary,married,house,1,0,1,0,laborers,2,49,16,0,4,1
14029,5090163,f,0,0,0,135000,state_servant,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,58,11,0,30,1
10691,5066581,f,1,1,1,315000,working,incomplete_higher,single,house,1,0,0,0,core_staff,2,33,6,0,29,1
23845,5146039,f,0,1,0,360000,commercial_associate,secondary,single,house,1,0,0,0,accountants,1,51,7,0,27,1
18433,5114022,f,1,0,0,135000,working,secondary,married,house,1,0,0,0,managers,2,34,11,0,7,1
12294,5069465,f,1,1,0,166500,working,secondary,married,house,1,0,0,0,laborers,2,34,9,1,36,1
10175,5062517,f,0,1,1,112500,working,higher_education,married,house,1,0,1,0,sales_staff,3,38,7,0,51,1
25122,5150481,f,1,1,1,157500,working,secondary,married,house,1,0,0,0,core_staff,3,30,5,0,43,1
13581,5089330,f,1,0,0,247500,state_servant,higher_education,single,house,1,1,0,0,managers,1,47,12,0,18,1
9109,5054558,m,1,1,3,180000,working,secondary,married,house,1,0,0,0,laborers,5,42,2,0,2,1
10729,5066692,f,0,1,0,180000,commercial_associate,higher_education,civil_marriage,house,1,0,1,1,sales_staff,2,36,1,0,7,1
13480,5089171,f,1,0,1,184500,working,higher_education,separated,with_parents,1,1,0,0,core_staff,2,37,13,0,21,1
4338,5029316,f,0,0,0,225000,state_servant,secondary,married,house,1,0,0,0,core_staff,2,42,24,0,57,1
17700,5112799,f,1,1,0,382500,working,secondary,single,house,1,1,0,0,laborers,1,31,13,3,27,1
11710,5068541,f,1,1,0,337500,working,secondary,single,house,1,0,0,0,sales_staff,1,55,9,0,5,1
16293,5097048,f,0,1,0,225000,commercial_associate,incomplete_higher,civil_marriage,house,1,0,1,0,sales_staff,2,24,1,0,7,1
6900,5046028,m,1,1,1,247500,state_servant,secondary,married,house,1,0,0,0,managers,3,33,10,0,31,1
14764,5091566,f,1,1,1,135000,working,secondary,married,house,1,0,1,0,sales_staff,3,41,5,0,9,1
12311,5069491,f,1,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,40,6,0,44,1
24753,5149661,f,0,1,1,180000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,realty_agents,3,33,9,0,4,1
23269,5142866,f,1,0,4,202500,state_servant,secondary,married,house,1,1,0,0,core_staff,6,40,6,0,30,1
13049,5087881,f,0,0,0,234000,state_servant,higher_education,civil_marriage,house,1,0,0,1,core_staff,2,61,15,1,14,1
14151,5090432,f,0,0,0,148500,working,secondary,widow,municipal_apartment,1,0,0,0,cleaning_staff,1,65,8,0,37,1
14629,5091315,f,0,1,1,270000,working,secondary,civil_marriage,municipal_apartment,1,0,0,0,sales_staff,3,31,5,0,2,1
18474,5114127,m,0,0,1,166500,working,secondary,married,house,1,1,0,0,core_staff,3,32,3,0,11,1
12978,5087535,m,0,1,0,81000,commercial_associate,higher_education,single,house,1,0,1,0,laborers,1,28,6,0,1,1
